Date,Message
"====================================
Chart Info: FX:GBPUSD
Timeframe: 3 Minute(s)
Timezone: America/New_York
Start Date: 2026-05-10 17:00 (Actual)
End Date: Last Candle
Data Format: YYYYMMDD HHMM;Open;High;Low;Close;Volume
===================================="
20260526 0648;1.34826;1.34838;1.34818;1.34838;280
20260526 0651;1.34838;1.34873;1.34838;1.34871;557
20260526 0654;1.34871;1.34892;1.34864;1.34869;484
20260526 0657;1.34869;1.34878;1.34846;1.34848;491
20260526 0700;1.34848;1.3486;1.34839;1.34858;538
20260526 0703;1.34858;1.34882;1.34858;1.34876;536
20260526 0706;1.34876;1.34884;1.3487;1.34877;325
20260526 0709;1.34877;1.34894;1.34875;1.3488;337
20260526 0712;1.3488;1.3489;1.3485;1.3485;399
20260526 0715;1.3485;1.34887;1.34844;1.34881;568
20260526 0718;1.34881;1.34881;1.34843;1.34847;470
20260526 0721;1.34847;1.34854;1.34839;1.34839;375
20260526 0724;1.34839;1.34843;1.3482;1.3482;307
20260526 0727;1.3482;1.3482;1.34806;1.3481;396
20260526 0730;1.3481;1.3482;1.34799;1.34819;341
20260526 0733;1.34819;1.34823;1.34756;1.34758;1031
20260526 0736;1.34758;1.34786;1.34747;1.34779;903
20260526 0739;1.34779;1.34783;1.34738;1.34741;616
20260526 0742;1.34741;1.34742;1.34696;1.34696;801
20260526 0745;1.34696;1.34709;1.34684;1.347;649
20260526 0748;1.347;1.34708;1.34687;1.34699;524
20260526 0751;1.34699;1.34703;1.34685;1.34699;399
20260526 0754;1.34699;1.34702;1.34687;1.34698;721
20260526 0757;1.34698;1.34702;1.34683;1.34691;685
20260526 0800;1.34691;1.34694;1.34667;1.3469;865
20260526 0803;1.3469;1.34697;1.34674;1.34675;399
20260526 0806;1.34675;1.34699;1.3466;1.34663;969
20260526 0809;1.34663;1.347;1.34659;1.34696;1032
20260526 0812;1.34696;1.34713;1.34689;1.3469;653
20260526 0815;1.3469;1.34708;1.34683;1.34699;537
20260526 0818;1.34699;1.34727;1.34686;1.34721;621
20260526 0821;1.34721;1.34748;1.3472;1.34732;516
20260526 0824;1.34732;1.34741;1.34724;1.34737;625
20260526 0827;1.34737;1.34747;1.34732;1.3474;276
20260526 0830;1.3474;1.34741;1.34718;1.3473;444
20260526 0833;1.3473;1.34741;1.34716;1.34722;524
20260526 0836;1.34722;1.34725;1.3469;1.34691;631
20260526 0839;1.34691;1.34702;1.3468;1.3469;486
20260526 0842;1.3469;1.34722;1.34684;1.34698;592
20260526 0845;1.34698;1.34718;1.3468;1.34681;502
20260526 0848;1.34681;1.34704;1.34678;1.34698;476
20260526 0851;1.34698;1.34702;1.34688;1.3469;446
20260526 0854;1.3469;1.34691;1.34669;1.3467;484
20260526 0857;1.3467;1.34688;1.34665;1.3467;398
20260526 0900;1.3467;1.34688;1.3466;1.34681;570
20260526 0903;1.34681;1.34689;1.34646;1.34658;645
20260526 0906;1.34658;1.34674;1.34649;1.34654;828
20260526 0909;1.34654;1.34682;1.34649;1.34682;918
20260526 0912;1.34682;1.34682;1.34651;1.34666;639
20260526 0915;1.34666;1.3468;1.34661;1.3467;546
20260526 0918;1.3467;1.34681;1.34657;1.34681;695
20260526 0921;1.34681;1.34703;1.3468;1.34695;731
20260526 0924;1.34695;1.34698;1.34679;1.34686;542
20260526 0927;1.34686;1.34686;1.34636;1.34638;609
20260526 0930;1.34638;1.34662;1.34626;1.3463;1115
20260526 0933;1.3463;1.34651;1.34627;1.34638;1103
20260526 0936;1.34638;1.34682;1.34638;1.34663;929
20260526 0939;1.34663;1.3467;1.34636;1.34641;970
20260526 0942;1.34641;1.34654;1.34624;1.34631;704
20260526 0945;1.34631;1.34671;1.34624;1.34659;826
20260526 0948;1.34659;1.3468;1.34631;1.34633;1034
20260526 0951;1.34633;1.34636;1.34566;1.34581;1293
20260526 0954;1.34581;1.34621;1.34578;1.3461;1024
20260526 0957;1.3461;1.34638;1.34608;1.34633;512
20260526 1000;1.34633;1.34688;1.34603;1.34661;943
20260526 1003;1.34661;1.34682;1.34636;1.3464;984
20260526 1006;1.3464;1.34661;1.34625;1.34629;864
20260526 1009;1.34629;1.34652;1.34621;1.3463;701
20260526 1012;1.3463;1.34633;1.34605;1.3462;778
20260526 1015;1.3462;1.34623;1.34599;1.34611;659
20260526 1018;1.34611;1.34622;1.34597;1.34602;629
20260526 1021;1.34602;1.34638;1.34599;1.3461;617
20260526 1024;1.3461;1.3462;1.34591;1.34597;627
20260526 1027;1.34597;1.3461;1.3458;1.34604;709
20260526 1030;1.34604;1.3464;1.3459;1.34634;664
20260526 1033;1.34634;1.3469;1.34596;1.34679;1014
20260526 1036;1.34679;1.3468;1.34634;1.3464;718
20260526 1039;1.3464;1.34661;1.34637;1.34646;536
20260526 1042;1.34646;1.34659;1.34609;1.34613;631
20260526 1045;1.34613;1.34626;1.34601;1.34608;670
20260526 1048;1.34608;1.34634;1.34599;1.34606;792
20260526 1051;1.34606;1.34606;1.34552;1.34554;827
20260526 1054;1.34554;1.34557;1.34538;1.34538;943
20260526 1057;1.34538;1.34538;1.34495;1.34495;1538
20260526 1100;1.34495;1.34503;1.34445;1.34458;1457
20260526 1103;1.34458;1.34483;1.34447;1.34474;1032
20260526 1106;1.34474;1.3448;1.34437;1.34443;883
20260526 1109;1.34443;1.3445;1.34418;1.34448;809
20260526 1112;1.34448;1.34474;1.34439;1.34441;544
20260526 1115;1.34441;1.34445;1.34379;1.34381;705
20260526 1118;1.34381;1.3442;1.34381;1.34389;755
20260526 1121;1.34389;1.344;1.34364;1.34365;562
20260526 1124;1.34365;1.34405;1.34347;1.34399;904
20260526 1127;1.34399;1.34433;1.34386;1.34422;852
20260526 1130;1.34422;1.34449;1.34404;1.3442;993
20260526 1133;1.3442;1.34427;1.34404;1.34412;664
20260526 1136;1.34412;1.34412;1.34369;1.34386;836
20260526 1139;1.34386;1.34392;1.3436;1.34379;614
20260526 1142;1.34379;1.34395;1.34378;1.34388;595
20260526 1145;1.34388;1.34401;1.3437;1.344;657
20260526 1148;1.344;1.3441;1.34383;1.34389;467
20260526 1151;1.34389;1.34401;1.34376;1.3438;554
20260526 1154;1.3438;1.34399;1.34369;1.34379;580
20260526 1157;1.34379;1.34382;1.34347;1.34357;686
20260526 1200;1.34357;1.34368;1.34346;1.34366;1098
20260526 1203;1.34366;1.34397;1.34363;1.34393;524
20260526 1206;1.34393;1.34402;1.34379;1.34401;376
20260526 1209;1.34401;1.34426;1.34394;1.34426;634
20260526 1212;1.34426;1.34436;1.3441;1.34422;665
20260526 1215;1.34422;1.34452;1.34422;1.34431;462
20260526 1218;1.34431;1.34488;1.3443;1.34488;506
20260526 1221;1.34488;1.34489;1.34455;1.34459;330
20260526 1224;1.34459;1.34463;1.34439;1.34449;398
20260526 1227;1.34449;1.34462;1.34447;1.34457;363
20260526 1230;1.34457;1.34469;1.34453;1.34461;430
20260526 1233;1.34461;1.34478;1.34458;1.34467;410
20260526 1236;1.34467;1.34467;1.34429;1.34439;453
20260526 1239;1.34439;1.34448;1.34413;1.34419;360
20260526 1242;1.34419;1.34429;1.34409;1.34412;421
20260526 1245;1.34412;1.3443;1.34401;1.34411;601
20260526 1248;1.34411;1.34421;1.34397;1.34406;496
20260526 1251;1.34406;1.34421;1.344;1.34401;493
20260526 1254;1.34401;1.34416;1.34395;1.34408;474
20260526 1257;1.34408;1.34416;1.34403;1.34412;403
20260526 1300;1.34412;1.3443;1.3441;1.34421;542
20260526 1303;1.34421;1.3443;1.34408;1.34419;475
20260526 1306;1.34419;1.34444;1.34419;1.34441;632
20260526 1309;1.34441;1.34481;1.3444;1.34469;396
20260526 1312;1.34469;1.3448;1.34458;1.3446;277
20260526 1315;1.3446;1.34471;1.34454;1.34463;252
20260526 1318;1.34463;1.34465;1.34453;1.34458;244
20260526 1321;1.34458;1.34466;1.34449;1.34451;349
20260526 1324;1.34451;1.34454;1.34441;1.34446;435
20260526 1327;1.34446;1.34453;1.34427;1.3443;268
20260526 1330;1.3443;1.34464;1.34426;1.34462;392
20260526 1333;1.34462;1.34463;1.34445;1.34446;311
20260526 1336;1.34446;1.34446;1.34428;1.3444;354
20260526 1339;1.3444;1.34441;1.34391;1.34399;395
20260526 1342;1.34399;1.34403;1.34394;1.34396;230
20260526 1345;1.34396;1.34411;1.34384;1.34409;326
20260526 1348;1.34409;1.34418;1.34399;1.34408;415
20260526 1351;1.34408;1.34424;1.34402;1.3442;361
20260526 1354;1.3442;1.34421;1.34399;1.34399;234
20260526 1357;1.34399;1.34414;1.34389;1.3441;428
20260526 1400;1.3441;1.34414;1.34392;1.34402;462
20260526 1403;1.34402;1.34415;1.34397;1.34406;315
20260526 1406;1.34406;1.34412;1.34398;1.34408;268
20260526 1409;1.34408;1.34433;1.34407;1.3442;355
20260526 1412;1.3442;1.34429;1.34418;1.34427;283
20260526 1415;1.34427;1.34431;1.34409;1.34428;418
20260526 1418;1.34428;1.34431;1.34416;1.34419;297
20260526 1421;1.34419;1.34435;1.34418;1.34431;297
20260526 1424;1.34431;1.34432;1.34416;1.34417;241
20260526 1427;1.34417;1.34427;1.34417;1.34418;419
20260526 1430;1.34418;1.3444;1.34418;1.34436;411
20260526 1433;1.34436;1.34441;1.34428;1.34436;401
20260526 1436;1.34436;1.34439;1.34427;1.34428;296
20260526 1439;1.34428;1.34431;1.34417;1.34418;301
20260526 1442;1.34418;1.3443;1.34409;1.34429;415
20260526 1445;1.34429;1.3444;1.34428;1.3444;301
20260526 1448;1.3444;1.34441;1.3443;1.34438;262
20260526 1451;1.34438;1.34459;1.34438;1.34454;332
20260526 1454;1.34454;1.34457;1.34437;1.34438;205
20260526 1457;1.34438;1.3445;1.34435;1.34447;222
20260526 1500;1.34447;1.34448;1.34426;1.34435;358
20260526 1503;1.34435;1.34458;1.34434;1.34447;302
20260526 1506;1.34447;1.34449;1.34426;1.34429;290
20260526 1509;1.34429;1.34448;1.34429;1.34444;288
20260526 1512;1.34444;1.34445;1.34426;1.34426;306
20260526 1515;1.34426;1.3444;1.34424;1.34436;208
20260526 1518;1.34436;1.34448;1.34433;1.34448;181
20260526 1521;1.34448;1.34457;1.34438;1.34456;307
20260526 1524;1.34456;1.3446;1.34448;1.34456;281
20260526 1527;1.34456;1.34457;1.34445;1.34445;324
20260526 1530;1.34445;1.34466;1.34445;1.34466;335
20260526 1533;1.34466;1.34479;1.34462;1.34467;296
20260526 1536;1.34467;1.3449;1.34467;1.34486;286
20260526 1539;1.34486;1.34487;1.34473;1.34477;183
20260526 1542;1.34477;1.34488;1.34472;1.34485;209
20260526 1545;1.34485;1.34488;1.34476;1.3448;237
20260526 1548;1.3448;1.34494;1.34478;1.3449;270
20260526 1551;1.3449;1.345;1.34486;1.34489;309
20260526 1554;1.34489;1.34496;1.34478;1.34487;416
20260526 1557;1.34487;1.34489;1.34476;1.34487;458
20260526 1600;1.34487;1.34509;1.34484;1.34508;384
20260526 1603;1.34508;1.3452;1.34505;1.34518;263
20260526 1606;1.34518;1.34537;1.34518;1.34528;187
20260526 1609;1.34528;1.34528;1.34516;1.34527;104
20260526 1612;1.34527;1.34528;1.34516;1.34517;62
20260526 1615;1.34517;1.34518;1.34513;1.34515;84
20260526 1618;1.34515;1.34519;1.3451;1.34518;142
20260526 1621;1.34518;1.34518;1.345;1.34503;130
20260526 1624;1.34503;1.34504;1.3449;1.34491;172
20260526 1627;1.34491;1.34501;1.34479;1.34479;392
20260526 1630;1.34479;1.34502;1.34479;1.34498;176
20260526 1633;1.34498;1.34498;1.34485;1.34485;88
20260526 1636;1.34485;1.34496;1.34483;1.34485;147
20260526 1639;1.34485;1.34485;1.34474;1.34474;80
20260526 1642;1.34474;1.34481;1.34474;1.34478;82
20260526 1645;1.34478;1.34487;1.34478;1.34485;104
20260526 1648;1.34485;1.34488;1.34475;1.34476;127
20260526 1651;1.34476;1.34479;1.34474;1.34476;143
20260526 1654;1.34476;1.34483;1.34452;1.3446;235
20260526 1657;1.3446;1.3447;1.34451;1.34462;521
20260526 1700;1.34462;1.34462;1.34373;1.34374;5
20260526 1703;1.34374;1.3445;1.34374;1.34445;31
20260526 1706;1.34445;1.34448;1.34445;1.34448;3
20260526 1709;1.34448;1.34452;1.34446;1.3445;19
20260526 1712;1.3445;1.3445;1.34446;1.34449;8
20260526 1715;1.34449;1.3445;1.34448;1.3445;2
20260526 1718;1.3445;1.34451;1.34447;1.34449;8
20260526 1721;1.34449;1.34451;1.34446;1.34449;6
20260526 1724;1.34449;1.34449;1.34446;1.34447;13
20260526 1727;1.34447;1.34451;1.34446;1.3445;22
20260526 1730;1.3445;1.34453;1.34446;1.34449;24
20260526 1733;1.34449;1.34456;1.34449;1.34449;7
20260526 1736;1.34449;1.34487;1.34443;1.34484;227
20260526 1739;1.34484;1.34487;1.34425;1.34428;417
20260526 1742;1.34428;1.34474;1.34425;1.34465;288
20260526 1745;1.34465;1.34474;1.34424;1.34464;202
20260526 1748;1.34464;1.34471;1.34456;1.34468;55
20260526 1751;1.34468;1.34473;1.34462;1.34469;50
20260526 1754;1.34469;1.34475;1.34466;1.34468;133
20260526 1757;1.34468;1.34475;1.34462;1.3447;158
20260526 1800;1.3447;1.34506;1.3447;1.3449;266
20260526 1803;1.3449;1.34502;1.34483;1.34488;200
20260526 1806;1.34488;1.34495;1.3448;1.3448;142
20260526 1809;1.3448;1.34484;1.34469;1.34475;208
20260526 1812;1.34475;1.34479;1.34471;1.34476;65
20260526 1815;1.34476;1.34479;1.34472;1.34473;62
20260526 1818;1.34473;1.34485;1.34472;1.34481;68
20260526 1821;1.34481;1.34485;1.34473;1.3448;68
20260526 1824;1.3448;1.34483;1.34476;1.34482;31
20260526 1827;1.34482;1.34485;1.34476;1.34482;47
20260526 1830;1.34482;1.34483;1.34478;1.34481;27
20260526 1833;1.34481;1.34482;1.34479;1.34479;23
20260526 1836;1.34479;1.34483;1.34478;1.34483;29
20260526 1839;1.34483;1.34487;1.34481;1.34487;22
20260526 1842;1.34487;1.34491;1.34486;1.3449;58
20260526 1845;1.3449;1.34493;1.34486;1.3449;112
20260526 1848;1.3449;1.34492;1.34485;1.3449;45
20260526 1851;1.3449;1.34495;1.3449;1.34493;111
20260526 1854;1.34493;1.34506;1.34492;1.34506;77
20260526 1857;1.34506;1.34506;1.34498;1.34502;76
20260526 1900;1.34502;1.34511;1.34499;1.34509;107
20260526 1903;1.34509;1.3451;1.34505;1.34506;54
20260526 1906;1.34506;1.34508;1.34502;1.34504;33
20260526 1909;1.34504;1.34506;1.34501;1.34505;77
20260526 1912;1.34505;1.34506;1.34504;1.34506;45
20260526 1915;1.34506;1.34525;1.34506;1.34516;71
20260526 1918;1.34516;1.34521;1.34516;1.34521;65
20260526 1921;1.34521;1.34529;1.3452;1.34528;38
20260526 1924;1.34528;1.34537;1.34527;1.34535;108
20260526 1927;1.34535;1.34543;1.34532;1.34541;102
20260526 1930;1.34541;1.34557;1.34536;1.34557;81
20260526 1933;1.34557;1.34565;1.34554;1.34558;75
20260526 1936;1.34558;1.34565;1.34555;1.34563;41
20260526 1939;1.34563;1.34567;1.34562;1.34566;89
20260526 1942;1.34566;1.34585;1.34565;1.34578;173
20260526 1945;1.34578;1.34588;1.34575;1.34575;175
20260526 1948;1.34575;1.34579;1.3456;1.34563;141
20260526 1951;1.34563;1.3457;1.34556;1.34565;143
20260526 1954;1.34565;1.34569;1.34555;1.34555;221
20260526 1957;1.34555;1.34555;1.3454;1.34544;243
20260526 2000;1.34544;1.34574;1.34539;1.34564;518
20260526 2003;1.34564;1.34566;1.34554;1.34566;362
20260526 2006;1.34566;1.34567;1.34547;1.34559;271
20260526 2009;1.34559;1.34563;1.34547;1.3455;331
20260526 2012;1.3455;1.34566;1.34549;1.34563;196
20260526 2015;1.34563;1.34575;1.34551;1.34558;292
20260526 2018;1.34558;1.34563;1.34556;1.34556;290
20260526 2021;1.34556;1.34566;1.34552;1.34558;235
20260526 2024;1.34558;1.34573;1.34557;1.34557;178
20260526 2027;1.34557;1.34571;1.34555;1.34565;405
20260526 2030;1.34565;1.34568;1.34555;1.34556;302
20260526 2033;1.34556;1.34564;1.34545;1.34546;190
20260526 2036;1.34546;1.34563;1.34543;1.34548;344
20260526 2039;1.34548;1.34558;1.34543;1.34545;287
20260526 2042;1.34545;1.34564;1.34545;1.34561;197
20260526 2045;1.34561;1.34579;1.34561;1.34568;321
20260526 2048;1.34568;1.34572;1.34544;1.34547;369
20260526 2051;1.34547;1.34567;1.34544;1.3456;444
20260526 2054;1.3456;1.34561;1.3454;1.3454;475
20260526 2057;1.3454;1.34554;1.3454;1.34553;365
20260526 2100;1.34553;1.34555;1.34537;1.34545;465
20260526 2103;1.34545;1.34549;1.34534;1.34535;283
20260526 2106;1.34535;1.34555;1.34534;1.34539;251
20260526 2109;1.34539;1.34556;1.34537;1.34539;392
20260526 2112;1.34539;1.34554;1.34539;1.34546;311
20260526 2115;1.34546;1.34552;1.34533;1.34552;321
20260526 2118;1.34552;1.34555;1.3453;1.34538;272
20260526 2121;1.34538;1.34553;1.34536;1.34552;242
20260526 2124;1.34552;1.34557;1.34537;1.34538;271
20260526 2127;1.34538;1.34538;1.3452;1.34531;282
20260526 2130;1.34531;1.34531;1.34499;1.34516;785
20260526 2133;1.34516;1.34521;1.34488;1.34499;557
20260526 2136;1.34499;1.34507;1.34487;1.34487;329
20260526 2139;1.34487;1.34496;1.34472;1.34491;282
20260526 2142;1.34491;1.34499;1.34487;1.34495;355
20260526 2145;1.34495;1.34498;1.3446;1.3446;274
20260526 2148;1.3446;1.34481;1.34459;1.34475;272
20260526 2151;1.34475;1.34478;1.34465;1.34469;287
20260526 2154;1.34469;1.34474;1.34461;1.34465;203
20260526 2157;1.34465;1.34475;1.34463;1.3447;273
20260526 2200;1.3447;1.34511;1.34468;1.34487;706
20260526 2203;1.34487;1.34525;1.34486;1.34506;457
20260526 2206;1.34506;1.34517;1.34496;1.34514;334
20260526 2209;1.34514;1.34516;1.34498;1.34509;305
20260526 2212;1.34509;1.34517;1.34486;1.34497;321
20260526 2215;1.34497;1.34513;1.34495;1.34508;362
20260526 2218;1.34508;1.34508;1.34489;1.34501;298
20260526 2221;1.34501;1.34501;1.34479;1.3448;259
20260526 2224;1.3448;1.34509;1.3448;1.34498;237
20260526 2227;1.34498;1.34498;1.34486;1.3449;243
20260526 2230;1.3449;1.34497;1.34488;1.34495;255
20260526 2233;1.34495;1.34508;1.34492;1.34503;240
20260526 2236;1.34503;1.34503;1.34486;1.3449;272
20260526 2239;1.3449;1.34502;1.34485;1.34498;292
20260526 2242;1.34498;1.34501;1.34488;1.34495;203
20260526 2245;1.34495;1.34504;1.34493;1.34499;238
20260526 2248;1.34499;1.34517;1.34499;1.34516;139
20260526 2251;1.34516;1.34538;1.34515;1.34537;277
20260526 2254;1.34537;1.34538;1.34514;1.34522;363
20260526 2257;1.34522;1.34527;1.34517;1.34523;363
20260526 2300;1.34523;1.34536;1.34522;1.34534;266
20260526 2303;1.34534;1.34585;1.34534;1.34576;446
20260526 2306;1.34576;1.3458;1.34555;1.34563;286
20260526 2309;1.34563;1.34569;1.34546;1.34549;238
20260526 2312;1.34549;1.34556;1.34546;1.34552;246
20260526 2315;1.34552;1.34557;1.34547;1.34553;169
20260526 2318;1.34553;1.34555;1.34544;1.34544;151
20260526 2321;1.34544;1.34549;1.34534;1.34547;150
20260526 2324;1.34547;1.34555;1.34541;1.34555;171
20260526 2327;1.34555;1.34555;1.34546;1.34551;206
20260526 2330;1.34551;1.34557;1.34542;1.34547;232
20260526 2333;1.34547;1.34548;1.34537;1.34541;303
20260526 2336;1.34541;1.34544;1.34529;1.34539;231
20260526 2339;1.34539;1.34541;1.34533;1.34538;145
20260526 2342;1.34538;1.34545;1.34535;1.34542;205
20260526 2345;1.34542;1.34547;1.34538;1.34545;170
20260526 2348;1.34545;1.34546;1.3453;1.34534;127
20260526 2351;1.34534;1.34549;1.34533;1.34548;177
20260526 2354;1.34548;1.3455;1.34537;1.34547;290
20260526 2357;1.34547;1.34551;1.34534;1.34545;354
20260527 0000;1.34545;1.34549;1.34539;1.34543;404
20260527 0003;1.34543;1.34547;1.34539;1.34545;188
20260527 0006;1.34545;1.34554;1.34545;1.34547;114
20260527 0009;1.34547;1.34552;1.34545;1.3455;100
20260527 0012;1.3455;1.34561;1.34548;1.34548;202
20260527 0015;1.34548;1.34549;1.34544;1.34545;157
20260527 0018;1.34545;1.34548;1.34542;1.34545;133
20260527 0021;1.34545;1.34563;1.34544;1.34552;238
20260527 0024;1.34552;1.34553;1.34538;1.34539;200
20260527 0027;1.34539;1.34544;1.34528;1.34528;279
20260527 0030;1.34528;1.3454;1.34526;1.34536;237
20260527 0033;1.34536;1.34551;1.34534;1.34547;172
20260527 0036;1.34547;1.34548;1.34541;1.34546;255
20260527 0039;1.34546;1.34548;1.34534;1.34536;223
20260527 0042;1.34536;1.34557;1.34535;1.34557;145
20260527 0045;1.34557;1.34557;1.34547;1.34549;200
20260527 0048;1.34549;1.34556;1.34544;1.34547;165
20260527 0051;1.34547;1.34548;1.34538;1.34547;184
20260527 0054;1.34547;1.34547;1.34534;1.34538;157
20260527 0057;1.34538;1.34541;1.34531;1.34539;193
20260527 0100;1.34539;1.3455;1.34533;1.34542;318
20260527 0103;1.34542;1.34568;1.34537;1.34559;329
20260527 0106;1.34559;1.34562;1.34549;1.34555;152
20260527 0109;1.34555;1.34556;1.34549;1.34555;111
20260527 0112;1.34555;1.34559;1.34542;1.34556;161
20260527 0115;1.34556;1.34556;1.34539;1.34544;126
20260527 0118;1.34544;1.34545;1.34535;1.3454;160
20260527 0121;1.3454;1.3455;1.34536;1.34544;156
20260527 0124;1.34544;1.34561;1.34544;1.34555;192
20260527 0127;1.34555;1.34564;1.34549;1.34557;225
20260527 0130;1.34557;1.34562;1.34544;1.34545;270
20260527 0133;1.34545;1.34545;1.34525;1.34535;396
20260527 0136;1.34535;1.34547;1.34531;1.34537;324
20260527 0139;1.34537;1.34537;1.34527;1.34532;173
20260527 0142;1.34532;1.34536;1.34518;1.34533;399
20260527 0145;1.34533;1.34536;1.34526;1.34526;188
20260527 0148;1.34526;1.34529;1.34508;1.34525;335
20260527 0151;1.34525;1.3454;1.34522;1.34529;188
20260527 0154;1.34529;1.34536;1.34518;1.34527;244
20260527 0157;1.34527;1.34527;1.34489;1.34495;382
20260527 0200;1.34495;1.34499;1.34461;1.34464;628
20260527 0203;1.34464;1.34475;1.34463;1.3447;360
20260527 0206;1.3447;1.34499;1.34468;1.34491;424
20260527 0209;1.34491;1.34501;1.34489;1.34493;328
20260527 0212;1.34493;1.34494;1.34461;1.34466;308
20260527 0215;1.34466;1.34478;1.34464;1.34472;413
20260527 0218;1.34472;1.34478;1.3446;1.34471;405
20260527 0221;1.34471;1.34477;1.34449;1.34476;541
20260527 0224;1.34476;1.3448;1.34449;1.3445;484
20260527 0227;1.3445;1.34473;1.34447;1.34469;452
20260527 0230;1.34469;1.3447;1.34443;1.34456;599
20260527 0233;1.34456;1.3447;1.34455;1.34467;481
20260527 0236;1.34467;1.34488;1.3446;1.34484;357
20260527 0239;1.34484;1.34499;1.34481;1.34493;554
20260527 0242;1.34493;1.3454;1.3449;1.3454;293
20260527 0245;1.3454;1.3456;1.34532;1.34555;336
20260527 0248;1.34555;1.34559;1.34538;1.3454;291
20260527 0251;1.3454;1.34555;1.34534;1.34534;377
20260527 0254;1.34534;1.34538;1.34511;1.34521;592
20260527 0257;1.34521;1.34524;1.34507;1.34521;536
20260527 0300;1.34521;1.34562;1.34514;1.34556;759
20260527 0303;1.34556;1.34556;1.34516;1.3453;413
20260527 0306;1.3453;1.3454;1.34516;1.34517;446
20260527 0309;1.34517;1.34518;1.34504;1.34517;366
20260527 0312;1.34517;1.34518;1.34495;1.34501;304
20260527 0315;1.34501;1.34501;1.34487;1.34491;434
20260527 0318;1.34491;1.34508;1.34484;1.34485;382
20260527 0321;1.34485;1.34489;1.34468;1.34473;422
20260527 0324;1.34473;1.34489;1.34468;1.34469;515
20260527 0327;1.34469;1.3449;1.34468;1.34477;507
20260527 0330;1.34477;1.34488;1.34461;1.34471;405
20260527 0333;1.34471;1.34486;1.34469;1.34473;386
20260527 0336;1.34473;1.34485;1.34464;1.34467;407
20260527 0339;1.34467;1.3449;1.34462;1.3447;341
20260527 0342;1.3447;1.3449;1.34469;1.34487;393
20260527 0345;1.34487;1.34488;1.34458;1.34458;445
20260527 0348;1.34458;1.3446;1.34419;1.34427;468
20260527 0351;1.34427;1.34447;1.34425;1.34443;554
20260527 0354;1.34443;1.3445;1.34426;1.34432;321
20260527 0357;1.34432;1.34442;1.34426;1.3443;285
20260527 0400;1.3443;1.34473;1.34412;1.34454;713
20260527 0403;1.34454;1.34464;1.34436;1.34456;278
20260527 0406;1.34456;1.34464;1.34434;1.34457;350
20260527 0409;1.34457;1.3447;1.34444;1.3447;330
20260527 0412;1.3447;1.3451;1.34465;1.34483;481
20260527 0415;1.34483;1.34519;1.34481;1.345;601
20260527 0418;1.345;1.34504;1.34438;1.34441;500
20260527 0421;1.34441;1.3446;1.34434;1.34447;488
20260527 0424;1.34447;1.34447;1.34429;1.34434;416
20260527 0427;1.34434;1.34471;1.34432;1.34471;424
